"","Source","Site_name","Site","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"999","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.12,0.13,"EA",2.816,NA,0.42
"1000","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.13,0.14,"EA",3.767,0.279,0.61
"1001","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.14,0.15,"EA",4.851,NA,0.73
"1002","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.15,0.16,"EA",4.35,0.345,0.43
"1003","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.16,0.17,"EA",3.005,NA,0.71
"1004","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.17,0.18,"EA",4.035,0.347,0.6
"1005","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.18,0.19,"EA",4.45,NA,0.49
"1006","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.19,0.2,"EA",6.722,0.427,0.4
"1007","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.2,0.21,"EA",2.175,NA,0.47
"1008","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.21,0.22,"EA",3.735,0.317,0.68
"1009","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.22,0.23,"EA",3.69,NA,0.55
"1010","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.23,0.24,"EA",5.778,0.4,0.47
"1011","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.24,0.25,"EA",6.986,NA,0.52
"1012","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.25,0.26,"EA",5.087,0.36,0.56
"1013","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.26,0.27,"EA",4.841,NA,0.45
"1014","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.27,0.28,"EA",5.309,0.415,0.53
"1015","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.28,0.29,"EA",4.506,NA,0.66
"1016","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.29,0.3,"EA",5.28,0.349,0.47
"1017","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.3,0.31,"EA",4.417,NA,0.72
"1018","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.31,0.32,"EA",1.224,0.322,0.66
"1019","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.32,0.33,"EA",8.657,NA,0.55
"1020","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.33,0.34,"EA",5.732,0.362,0.56
"1021","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.34,0.35,"EA",5.26,NA,0.68
"1022","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,NA,NA,"EA",5.463,0.411,0.62
"1023","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.36,0.37,"EA",6.896,NA,0.62
"1024","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.37,0.38,"EA",4.708,0.375,0.66
"1025","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.38,0.39,"EA",5.333,NA,0.55
"1026","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.39,0.4,"EA",3.945,0.3,0.73
"1027","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.4,0.41,"EA",3.015,NA,0.69
"1028","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.41,0.42,"EA",3.023,0.215,0.54
"1029","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.42,0.43,"EA",3.576,NA,0.64
"1030","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.43,0.44,"EA",6.345,0.24,0.65
"1031","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.44,0.45,"EA",4.263,NA,0.55
"1032","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.45,0.46,"EA",3.929,0.275,0.6
"1033","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.46,0.47,"EA",3.884,NA,0.68
"1034","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.47,0.48,"EA",3.567,0.29,0.55
"1035","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.48,0.49,"EA",3.669,NA,0.63
"1036","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.49,0.5,"EA",5.314,0.331,0.54
"1037","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.5,0.51,"EA",3.827,NA,0.45
"1038","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.52,0.53,"EA",4.578,0.302,0.55
"1039","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.53,0.54,"EA",2.957,NA,0.68
"1040","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.54,0.55,"EA",2.578,0.214,0.57
"1041","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.55,0.56,"EA",3.299,NA,0.5
"1042","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",NA,NA,0.36
"1043","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.02,0.03,"EA",NA,NA,0.3
"1044","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.03,0.04,"EA",NA,NA,0.12
"1045","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.05,"EA",NA,NA,0.35
"1046","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.05,0.06,"EA",NA,NA,0.2
"1047","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.06,0.07,"EA",NA,NA,0.19
"1048","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.07,0.08,"EA",NA,NA,0.19
"1049","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.08,0.09,"EA",NA,NA,0.23
"1050","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.09,0.1,"EA",NA,NA,0.25
"1051","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.11,"EA",NA,NA,0.26
"1052","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.11,0.12,"EA",NA,NA,0.26
"1053","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.12,0.13,"EA",NA,NA,0.26
"1054","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.13,0.14,"EA",NA,NA,0.31
"1055","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.14,0.15,"EA",NA,NA,0.53
"1056","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.15,0.16,"EA",NA,NA,0.5
"1057","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.16,0.17,"EA",NA,NA,0.49
"1058","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.17,0.18,"EA",NA,NA,0.58
"1059","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.18,0.19,"EA",NA,NA,0.42
"1060","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.19,0.2,"EA",NA,NA,0.46
"1061","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.2,0.21,"EA",NA,NA,0.45
"1062","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.21,0.22,"EA",NA,NA,0.56
"1063","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.22,0.23,"EA",NA,NA,0.42
"1064","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.23,0.24,"EA",NA,NA,0.43
"1065","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.24,0.25,"EA",NA,NA,0.52
"1066","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.25,0.26,"EA",NA,NA,0.49
"1067","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.26,0.27,"EA",NA,NA,0.57
"1068","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.27,0.28,"EA",NA,NA,0.55
"1069","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.28,0.29,"EA",NA,NA,0.51
"1070","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.29,0.3,"EA",NA,NA,0.55
"1071","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.3,0.31,"EA",NA,NA,0.51
"1072","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.31,0.32,"EA",NA,NA,0.48
"1073","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.32,0.33,"EA",NA,NA,0.62
"1074","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.33,0.34,"EA",NA,NA,0.61
"1075","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.34,0.35,"EA",NA,NA,0.44
"1076","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,NA,NA,"EA",NA,NA,0.57
"1077","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.36,0.37,"EA",NA,NA,0.53
"1078","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.37,0.38,"EA",NA,NA,0.58
"1079","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.38,0.39,"EA",NA,NA,0.47
"1080","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.39,0.4,"EA",NA,NA,0.49
"1081","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.4,0.41,"EA",NA,NA,0.6
"1082","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.41,0.42,"EA",NA,NA,0.42
"1083","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.42,0.43,"EA",NA,NA,0.44
"1084","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.43,0.44,"EA",NA,NA,0.5
"1085","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.44,0.45,"EA",NA,NA,0.53
"1086","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.45,0.46,"EA",NA,NA,0.55
"1087","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.46,0.47,"EA",NA,NA,0.5
"1088","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.47,0.48,"EA",NA,NA,0.49
"1089","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.48,0.49,"EA",NA,NA,0.56
"1090","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.49,0.5,"EA",NA,NA,0.68
"1091","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.5,0.51,"EA",NA,NA,0.58
"1092","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.51,0.52,"EA",NA,NA,0.48
"1093","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.52,0.53,"EA",NA,NA,0.21
"1094","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.53,0.54,"EA",NA,NA,0.13
"1095","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44779071,-3.08799069,"direct from dataset","1","UK","Perth & Kinross",2020,0.54,0.55,"EA",NA,NA,0.4
"1096","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0,0.02,"EA",15.359,1.15,0.58
"1097","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.02,0.03,"EA",14.877,1.13,0.64
"1098","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.03,0.04,"EA",16.302,1.02,0.55
"1099","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.04,0.05,"EA",19.825,NA,0.46
"1100","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.05,0.06,"EA",23.504,1.23,0.64
"1101","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.06,0.07,"EA",15.361,NA,0.56
"1102","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.07,0.08,"EA",16.646,1.13,0.59
"1103","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.08,0.09,"EA",14.443,NA,0.67
"1104","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.09,0.1,"EA",11.849,0.89,0.78
"1105","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.1,0.11,"EA",10.139,NA,0.67
"1106","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.11,0.12,"EA",9.042,0.7,0.57
"1107","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.12,0.13,"EA",8.456,NA,0.59
"1108","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.13,0.14,"EA",8.908,0.69,0.58
"1109","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.14,0.15,"EA",12.413,NA,0.68
"1110","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.15,0.16,"EA",11.564,0.77,0.6
"1111","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.16,0.17,"EA",7.939,NA,0.67
"1112","Miller et al 2022","LCM Tay Estuary","Tay Estuary","Salt marsh",56.44804241,-3.08846927,"direct from dataset","1","UK","Perth & Kinross",2020,0.17,0.18,"EA",7.485,0.57,0.39
