"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","DOI"
"635","Smeaton et al 2022a","CS Nith 4","Caerlaverock","Nith 4","Saltmarsh","Muddy Sand",54.96663216,-3.51202063,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"EA",1.69,0.831,"unpublished"
"636","Smeaton et al 2022a","CS Nith 4","Caerlaverock","Nith 4","Saltmarsh","Muddy Sand",54.96663216,-3.51202063,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"EA",0.16,0.759,"unpublished"
"637","Smeaton et al 2022a","CS Nith 5","Caerlaverock","Nith 5","Saltmarsh","Humified Peat (Substantia Humosa)",54.96701807,-3.51291017,"direct from dataset","1","UK","Scotland",2019,0,0.02,"EA",1.66,0.305,"unpublished"
"638","Smeaton et al 2022a","CS Nith 5","Caerlaverock","Nith 5","Saltmarsh","Humified Peat (Substantia Humosa)",54.96701807,-3.51291017,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"EA",1.49,0.355,"unpublished"
"639","Smeaton et al 2022a","CS Nith 5","Caerlaverock","Nith 5","Saltmarsh","Muddy Sand",54.96701807,-3.51291017,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"EA",1.1,0.588,"unpublished"
"640","Smeaton et al 2022a","CS Nith 5","Caerlaverock","Nith 5","Saltmarsh","Muddy Sand",54.96701807,-3.51291017,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"EA",0.85,0.665,"unpublished"
"641","Smeaton et al 2022a","CS Nith 6","Caerlaverock","Nith 6","Saltmarsh","Peat (Turfa herbacea)",54.96724262,-3.51341607,"direct from dataset","1","UK","Scotland",2019,0,0.02,"EA",1.63,0.471,"unpublished"
"642","Smeaton et al 2022a","CS Nith 6","Caerlaverock","Nith 6","Saltmarsh","Peat (Turfa herbacea)",54.96724262,-3.51341607,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"EA",2.15,0.588,"unpublished"
"643","Smeaton et al 2022a","CS Nith 6","Caerlaverock","Nith 6","Saltmarsh","Muddy Sand",54.96724262,-3.51341607,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"EA",1.41,0.887,"unpublished"
"644","Smeaton et al 2022a","CS Nith 6","Caerlaverock","Nith 6","Saltmarsh","Sand",54.96724262,-3.51341607,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"EA",0.57,0.737,"unpublished"
"645","Smeaton et al 2022a","CS Nith 7","Caerlaverock","Nith 7","Saltmarsh","Peat (Turfa herbacea)",54.96754671,-3.51411011,"direct from dataset","1","UK","Scotland",2019,0,0.02,"EA",3.78,0.516,"unpublished"
"646","Smeaton et al 2022a","CS Nith 7","Caerlaverock","Nith 7","Saltmarsh","Peat (Turfa herbacea)",54.96754671,-3.51411011,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"EA",1.83,0.405,"unpublished"
"647","Smeaton et al 2022a","CS Nith 7","Caerlaverock","Nith 7","Saltmarsh","Muddy Sand",54.96754671,-3.51411011,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"EA",1.32,0.51,"unpublished"
"648","Smeaton et al 2022a","CS Nith 7","Caerlaverock","Nith 7","Saltmarsh","Muddy Sand",54.96754671,-3.51411011,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"EA",0.59,0.876,"unpublished"
"649","Smeaton et al 2022a","CS Nith 7","Caerlaverock","Nith 7","Saltmarsh","Muddy Sand",54.96754671,-3.51411011,"direct from dataset","1","UK","Scotland",2019,0.3,0.32,"EA",0.46,0.249,"unpublished"
"650","Smeaton et al 2022a","CS Nith 8","Caerlaverock","Nith 8","Saltmarsh","Peat (Turfa herbacea)",54.96773473,-3.5145478,"direct from dataset","1","UK","Scotland",2019,0,0.02,"EA",4.44,0.244,"unpublished"
"651","Smeaton et al 2022a","CS Nith 8","Caerlaverock","Nith 8","Saltmarsh","Humified Peat (Substantia Humosa)",54.96773473,-3.5145478,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"EA",2.46,0.516,"unpublished"
"652","Smeaton et al 2022a","CS Nith 8","Caerlaverock","Nith 8","Saltmarsh","Humified Peat (Substantia Humosa)",54.96773473,-3.5145478,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"EA",2.73,0.46,"unpublished"
"653","Smeaton et al 2022a","CS Nith 8","Caerlaverock","Nith 8","Saltmarsh","Humified Peat (Substantia Humosa)",54.96773473,-3.5145478,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"EA",1,0.643,"unpublished"
"654","Smeaton et al 2022a","CS Nith 8","Caerlaverock","Nith 8","Saltmarsh","Muddy Sand",54.96773473,-3.5145478,"direct from dataset","1","UK","Scotland",2019,0.3,0.32,"EA",0.93,0.682,"unpublished"
"655","Smeaton et al 2022a","CS Nith 9","Caerlaverock","Nith 9","Saltmarsh","Peat (Turfa herbacea)",54.96814284,-3.51539934,"direct from dataset","1","UK","Scotland",2019,0,0.02,"EA",3.66,0.493,"unpublished"
"656","Smeaton et al 2022a","CS Nith 9","Caerlaverock","Nith 9","Saltmarsh","Humified Peat (Substantia Humosa)",54.96814284,-3.51539934,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"EA",4.33,0.46,"unpublished"
"657","Smeaton et al 2022a","CS Nith 9","Caerlaverock","Nith 9","Saltmarsh","Humified Peat (Substantia Humosa)",54.96814284,-3.51539934,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"EA",1.97,0.809,"unpublished"
"658","Smeaton et al 2022a","CS Nith 9","Caerlaverock","Nith 9","Saltmarsh","Silt (Basal Mud)",54.96814284,-3.51539934,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"EA",0.73,0.46,"unpublished"
"659","Smeaton et al 2022a","CS Nith 9","Caerlaverock","Nith 9","Saltmarsh","Silt (Basal Mud)",54.96814284,-3.51539934,"direct from dataset","1","UK","Scotland",2019,0.3,0.32,"EA",0.65,0.743,"unpublished"
"660","Smeaton et al 2022a","CS Nith 10","Caerlaverock","Nith 10","Saltmarsh","Peat (Turfa herbacea)",54.96835751,-3.5158645,"direct from dataset","1","UK","Scotland",2019,0,0.02,"EA",5.73,0.338,"unpublished"
"661","Smeaton et al 2022a","CS Nith 10","Caerlaverock","Nith 10","Saltmarsh","Peat (Turfa herbacea)",54.96835751,-3.5158645,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"EA",5.31,0.371,"unpublished"
"662","Smeaton et al 2022a","CS Nith 10","Caerlaverock","Nith 10","Saltmarsh","Humified Peat (Substantia Humosa)",54.96835751,-3.5158645,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"EA",3.46,0.394,"unpublished"
"663","Smeaton et al 2022a","CS Nith 10","Caerlaverock","Nith 10","Saltmarsh","Muddy Sand",54.96835751,-3.5158645,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"EA",1.89,0.931,"unpublished"
"664","Smeaton et al 2022a","CS Nith 10","Caerlaverock","Nith 10","Saltmarsh","Humified Peat (Substantia Humosa)",54.96835751,-3.5158645,"direct from dataset","1","UK","Scotland",2019,0.3,0.32,"EA",2.12,0.704,"unpublished"
"665","Smeaton et al 2022a","CS Nith 10","Caerlaverock","Nith 10","Saltmarsh","Muddy Sand",54.96835751,-3.5158645,"direct from dataset","1","UK","Scotland",2019,0.4,0.42,"EA",1.77,0.793,"unpublished"
"666","Smeaton et al 2022a","CS Nith 11","Caerlaverock","Nith 11","Saltmarsh","Peat (Turfa herbacea)",54.9687612,-3.51663991,"direct from dataset","1","UK","Scotland",2019,0,0.02,"EA",7.7,0.238,"unpublished"
"667","Smeaton et al 2022a","CS Nith 11","Caerlaverock","Nith 11","Saltmarsh","Peat (Turfa herbacea)",54.9687612,-3.51663991,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"EA",5.37,0.266,"unpublished"
"668","Smeaton et al 2022a","CS Nith 11","Caerlaverock","Nith 11","Saltmarsh","Sand",54.9687612,-3.51663991,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"EA",4.12,0.565,"unpublished"
"669","Smeaton et al 2022a","CS Nith 12","Caerlaverock","Nith 12","Saltmarsh","Peat (Turfa herbacea)",54.96917637,-3.51745028,"direct from dataset","1","UK","Scotland",2019,0,0.02,"EA",9.53,0.261,"unpublished"
"670","Smeaton et al 2022a","CS Nith 12","Caerlaverock","Nith 12","Saltmarsh","Peat (Turfa herbacea)",54.96917637,-3.51745028,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"EA",8.91,0.504,"unpublished"
"671","Smeaton et al 2022a","CS Nith 12","Caerlaverock","Nith 12","Saltmarsh","Sand",54.96917637,-3.51745028,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"EA",3.89,0.732,"unpublished"
"672","Smeaton et al 2022a","CS Nith 13","Caerlaverock","Nith 13","Saltmarsh","Peat (Turfa herbacea)",54.96960706,-3.51829041,"direct from dataset","1","UK","Scotland",2019,0,0.02,"EA",9.88,0.194,"unpublished"
"673","Smeaton et al 2022a","CS Nith 13","Caerlaverock","Nith 13","Saltmarsh","Peat (Turfa herbacea)",54.96960706,-3.51829041,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"EA",8.98,0.493,"unpublished"
"674","Smeaton et al 2022a","CS Nith 13","Caerlaverock","Nith 13","Saltmarsh","Humified Peat (Substantia Humosa)",54.96960706,-3.51829041,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"EA",6.58,0.543,"unpublished"
"675","Smeaton et al 2022a","CS Nith 13","Caerlaverock","Nith 13","Saltmarsh","Humified Peat (Substantia Humosa)",54.96960706,-3.51829041,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"EA",5.83,0.443,"unpublished"
"676","Smeaton et al 2022a","CS Nith 13","Caerlaverock","Nith 13","Saltmarsh","Silt",54.96960706,-3.51829041,"direct from dataset","1","UK","Scotland",2019,0.3,0.32,"EA",3.22,0.61,"unpublished"
"677","Smeaton et al 2022a","CS Nith 14","Caerlaverock","Nith 14","Saltmarsh","Peat (Turfa herbacea)",54.9699446,-3.51892606,"direct from dataset","1","UK","Scotland",2019,0,0.02,"EA",8.07,0.216,"unpublished"
"678","Smeaton et al 2022a","CS Nith 14","Caerlaverock","Nith 14","Saltmarsh","Humified Peat (Substantia Humosa)",54.9699446,-3.51892606,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"EA",6.09,0.504,"unpublished"
"679","Smeaton et al 2022a","CS Nith 14","Caerlaverock","Nith 14","Saltmarsh","Humified Peat (Substantia Humosa)",54.9699446,-3.51892606,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"EA",4.66,0.521,"unpublished"
"680","Smeaton et al 2022a","CS Nith 14","Caerlaverock","Nith 14","Saltmarsh","Silt",54.9699446,-3.51892606,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"EA",4.36,0.399,"unpublished"
"681","Smeaton et al 2022a","CS Nith 14","Caerlaverock","Nith 14","Saltmarsh","Silt",54.9699446,-3.51892606,"direct from dataset","1","UK","Scotland",2019,0.3,0.32,"EA",2.11,0.599,"unpublished"
"682","Smeaton et al 2022a","CS Nith 15","Caerlaverock","Nith 15","Saltmarsh","Peat (Turfa herbacea)",54.97038346,-3.51951886,"direct from dataset","1","UK","Scotland",2019,0,0.02,"EA",9.2,0.155,"unpublished"
"683","Smeaton et al 2022a","CS Nith 15","Caerlaverock","Nith 15","Saltmarsh","Humified Peat (Substantia Humosa)",54.97038346,-3.51951886,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"EA",8.2,0.222,"unpublished"
"684","Smeaton et al 2022a","CS Nith 15","Caerlaverock","Nith 15","Saltmarsh","Silt with Organics",54.97038346,-3.51951886,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"EA",5.48,0.41,"unpublished"
"685","Smeaton et al 2022a","CS Nith 15","Caerlaverock","Nith 15","Saltmarsh","Silt",54.97038346,-3.51951886,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"EA",5.43,0.438,"unpublished"
"686","Smeaton et al 2022a","CS Nith 15","Caerlaverock","Nith 15","Saltmarsh","Silt",54.97038346,-3.51951886,"direct from dataset","1","UK","Scotland",2019,0.3,0.32,"EA",6.16,0.549,"unpublished"
"687","Smeaton et al 2022a","CS Nith 16","Caerlaverock","Nith 16 A","Saltmarsh","Peat (Turfa herbacea)",54.97061874,-3.52004956,"direct from dataset","1","UK","Scotland",2019,0,0.02,"EA",11.48,0.177,"unpublished"
"688","Smeaton et al 2022a","CS Nith 16","Caerlaverock","Nith 16 A","Saltmarsh","Peat (Turfa herbacea)",54.97061874,-3.52004956,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"EA",12.6,0.283,"unpublished"
"689","Smeaton et al 2022a","CS Nith 16","Caerlaverock","Nith 16 A","Saltmarsh","Silt with Organics",54.97061874,-3.52004956,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"EA",10.24,0.499,"unpublished"
"690","Smeaton et al 2022a","CS Nith 16","Caerlaverock","Nith 16 A","Saltmarsh","Silt",54.97061874,-3.52004956,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"EA",4.18,0.471,"unpublished"
"691","Smeaton et al 2022a","CS Nith 16","Caerlaverock","Nith 16 A","Saltmarsh","Silt",54.97061874,-3.52004956,"direct from dataset","1","UK","Scotland",2019,0.3,0.32,"EA",4.48,0.621,"unpublished"
"692","Smeaton et al 2022a","CS Nith 16","Caerlaverock","Nith 16 A","Saltmarsh","Silt",54.97061874,-3.52004956,"direct from dataset","1","UK","Scotland",2019,0.4,0.42,"EA",3.33,0.621,"unpublished"
"693","Smeaton et al 2022a","CS Nith 17","Caerlaverock","Nith 17","Saltmarsh","Humified Peat (Substantia Humosa)",54.96811406,-3.51445622,"direct from dataset","1","UK","Scotland",2019,0,0.02,"EA",8.94,0.233,"unpublished"
"694","Smeaton et al 2022a","CS Nith 17","Caerlaverock","Nith 17","Saltmarsh","Humified Peat (Substantia Humosa)",54.96811406,-3.51445622,"direct from dataset","1","UK","Scotland",2019,0.04,0.06,"EA",7.21,0.421,"unpublished"
"695","Smeaton et al 2022a","CS Nith 17","Caerlaverock","Nith 17","Saltmarsh","Silt with Organics",54.96811406,-3.51445622,"direct from dataset","1","UK","Scotland",2019,0.1,0.12,"EA",5.2,0.36,"unpublished"
"696","Smeaton et al 2022a","CS Nith 17","Caerlaverock","Nith 17","Saltmarsh","Silt with Organics",54.96811406,-3.51445622,"direct from dataset","1","UK","Scotland",2019,0.2,0.22,"EA",2.85,0.837,"unpublished"
