"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","SOM_perc","SOM_perc_Heiri","N_perc","Conv_factor","Original_source","Admin_unit","Depth_to_bedrock_m","Treatment","Time_replicate","n_cores","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined","Horizon_mid_depth_cm","Horizon_bin_cm"
"Burke et al 2022","SAB Malahide Estuary 3","Malahide Estuary",NA,"Saltmarsh",53.46811,-6.13278,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",19.88,0.29,"Malahide Estuary 3",39.8,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.88,39.8,0.29,2.5,"0-10cm"
"Burke et al 2022","SAB Malahide Estuary 4","Malahide Estuary",NA,"Saltmarsh",53.46809,-6.13217,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",7.33,0.29,"Malahide Estuary 4",16.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33,16.6,0.29,2.5,"0-10cm"
"Burke et al 2022","SAB Malahide Estuary 5","Malahide Estuary",NA,"Saltmarsh",53.46812,-6.13175,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",5.44,0.29,"Malahide Estuary 5",12.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44,12.6,0.29,2.5,"0-10cm"
"Burke et al 2022","SAB Malahide Estuary 6","Malahide Estuary",NA,"Saltmarsh",53.46787,-6.13339,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",8.01,0.3,"Malahide Estuary 6",18,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.01,18,0.3,2.5,"0-10cm"
"Burke et al 2022","SAB Malahide Estuary 7","Malahide Estuary",NA,"Saltmarsh",53.46784,-6.13271,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",27.3,0.24,"Malahide Estuary 7",51.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,51.6,0.24,2.5,"0-10cm"
"Burke et al 2022","SAB Malahide Estuary 8","Malahide Estuary",NA,"Saltmarsh",53.46772,-6.13221,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",14.47,0.19,"Malahide Estuary 8",30.4,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.47,30.4,0.19,2.5,"0-10cm"
"Burke et al 2022","SAB Malahide Estuary 10","Malahide Estuary",NA,"Saltmarsh",53.46712,-6.13344,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",14.69,0.17,"Malahide Estuary 10",30.8,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.69,30.8,0.17,2.5,"0-10cm"
"Burke et al 2022","SAB North Bull Island (North Lagoon) 1","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37286,-6.15256,"direct from dataset",1,"Ireland",2019,NA,0,0.05,"EA","Core-level",6.09,0.35,"North Bull Island (North Lagoon) 1",14,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09,14,0.35,2.5,"0-10cm"
"Burke et al 2022","SAB North Bull Island (North Lagoon) 2","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37253,-6.15221,"direct from dataset",1,"Ireland",2019,NA,0,0.06,"EA","Core-level",6.09,0.35,"North Bull Island (North Lagoon) 2",14,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09,14,0.35,3,"0-10cm"
"Burke et al 2022","SAB North Bull Island (North Lagoon) 3","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37209,-6.15151,"direct from dataset",1,"Ireland",2019,NA,0,0.05,"EA","Core-level",13.16,0.17,"North Bull Island (North Lagoon) 3",28,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.16,28,0.17,2.5,"0-10cm"
"Burke et al 2022","SAB North Bull Island (North Lagoon) 4","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37346,-6.1521,"direct from dataset",1,"Ireland",2019,NA,0,0.15,"EA","Core-level",4.25,0.48,"North Bull Island (North Lagoon) 4",10,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,10,0.48,7.5,"0-10cm"
"Burke et al 2022","SAB North Bull Island (North Lagoon) 5","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37309,-6.1512,"direct from dataset",1,"Ireland",2019,NA,0,0.12,"EA","Core-level",7.04,0.41,"North Bull Island (North Lagoon) 5",16,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.04,16,0.41,6,"0-10cm"
"Burke et al 2022","SAB North Bull Island (North Lagoon) 6","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.3728,-6.1505,"direct from dataset",1,"Ireland",2019,NA,0,0.12,"EA","Core-level",11.04,0.32,"North Bull Island (North Lagoon) 6",24,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.04,24,0.32,6,"0-10cm"
"Burke et al 2022","SAB North Bull Island (South Lagoon) 1","North Bull Island (South Lagoon)",NA,"Saltmarsh",53.36931,-6.15542,"direct from dataset",1,"Ireland",2019,NA,0,0.05,"EA","Core-level",31.61,0.16,"North Bull Island (South Lagoon) 1",58,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.61,58,0.16,2.5,"0-10cm"
"Burke et al 2022","SAB North Bull Island (South Lagoon) 2","North Bull Island (South Lagoon)",NA,"Saltmarsh",53.3698,-6.15655,"direct from dataset",1,"Ireland",2019,NA,0,0.06,"EA","Core-level",9,0.4,"North Bull Island (South Lagoon) 2",20,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,20,0.4,3,"0-10cm"
"Burke et al 2022","SAB North Bull Island (South Lagoon) 3","North Bull Island (South Lagoon)",NA,"Saltmarsh",53.36954,-6.15867,"direct from dataset",1,"Ireland",2019,NA,0,0.08,"EA","Core-level",5.16,0.13,"North Bull Island (South Lagoon) 3",12,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16,12,0.13,4,"0-10cm"
"Burke et al 2022","SAB North Bull Island (South Lagoon) 5","North Bull Island (South Lagoon)",NA,"Saltmarsh",53.37008,-6.15659,"direct from dataset",1,"Ireland",2019,NA,0,0.06,"EA","Core-level",9,0.31,"North Bull Island (South Lagoon) 5",20,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,20,0.31,3,"0-10cm"
"Burke et al 2022","SAB North Bull Island (South Lagoon) 6","North Bull Island (South Lagoon)",NA,"Saltmarsh",53.37046,-6.15863,"direct from dataset",1,"Ireland",2019,NA,0,0.12,"EA","Core-level",7.04,0.24,"North Bull Island (South Lagoon) 6",16,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.04,16,0.24,6,"0-10cm"
"Burke et al 2022","SAB Rogerstown Esturay 1","Rogerstown Esturay",NA,"Saltmarsh",53.50372,-6.17011,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",31.33,0.22,"Rogerstown Esturay 1",57.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.33,57.6,0.22,2.5,"0-10cm"
"Burke et al 2022","SAB Rogerstown Esturay 2","Rogerstown Esturay",NA,"Saltmarsh",53.50359,-6.17014,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",9.1,0.42,"Rogerstown Esturay 2",20.2,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,20.2,0.42,2.5,"0-10cm"
"Burke et al 2022","SAB Rogerstown Esturay 3","Rogerstown Esturay",NA,"Saltmarsh",53.50344,-6.17039,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",4.61,0.39,"Rogerstown Esturay 3",10.8,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61,10.8,0.39,2.5,"0-10cm"
"Burke et al 2022","SAB Rogerstown Esturay 4","Rogerstown Esturay",NA,"Saltmarsh",53.50336,-6.16983,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",20.84,0.29,"Rogerstown Esturay 4",41.4,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.84,41.4,0.29,2.5,"0-10cm"
"Burke et al 2022","SAB Rogerstown Esturay 5","Rogerstown Esturay",NA,"Saltmarsh",53.50412,-6.17127,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",5.53,0.35,"Rogerstown Esturay 5",12.8,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,12.8,0.35,2.5,"0-10cm"
"Burke et al 2022","SAB Rogerstown Esturay 6","Rogerstown Esturay",NA,"Saltmarsh",53.50426,-6.17122,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",26.38,0.23,"Rogerstown Esturay 6",50.2,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.38,50.2,0.23,2.5,"0-10cm"
"Burke et al 2022","SAB Rogerstown Esturay 7","Rogerstown Esturay",NA,"Saltmarsh",53.50329,-6.17128,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",17.29,0.18,"Rogerstown Esturay 7",35.4,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.29,35.4,0.18,2.5,"0-10cm"
"Burke et al 2022","SAB Rogerstown Esturay 8","Rogerstown Esturay",NA,"Saltmarsh",53.50373,-6.17172,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",13.48,0.34,"Rogerstown Esturay 8",28.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.48,28.6,0.34,2.5,"0-10cm"
"Camacho et al 2014","SC AL","La Guadiana","AL","Salt marsh",37.474975,-7.470641667,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",2.1,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC Aouro","La Guadiana","Aouro","Salt marsh",37.30785556,-7.44335,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",1.58,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC E1","La Guadiana","E1","Salt marsh",37.19294444,-7.404575,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",0.555,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC E2","La Guadiana","E2","Salt marsh",37.19293889,-7.404661111,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",0.265,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC E3","La Guadiana","E3","Salt marsh",37.19285,-7.405113889,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",0.73,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC EE","La Guadiana","EE","Salt marsh",37.19524444,-7.405452778,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",0.51,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC FB1","La Guadiana","FB1","Salt marsh",37.26033611,-7.435066667,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",4.305,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.305,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC FB2","La Guadiana","FB2","Salt marsh",37.26038333,-7.435041667,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",2.265,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.265,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC FB3","La Guadiana","FB3","Salt marsh",37.26043611,-7.435011111,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",3.18,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC FO","La Guadiana","FO","Salt marsh",37.35146111,-7.446797222,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",5.185,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.185,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC LAR","La Guadiana","LAR","Salt marsh",37.40341111,-7.457247222,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",1.275,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.275,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC LEZ1","La Guadiana","LEZ1","Salt marsh",37.2123,-7.441461111,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",6.55,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC LEZ2","La Guadiana","LEZ2","Salt marsh",37.21238333,-7.441502778,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",2.4,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC LEZ3","La Guadiana","LEZ3","Salt marsh",37.21239444,-7.441491667,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",1.775,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.775,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC LG1","La Guadiana","LG1","Salt marsh",37.17340556,-7.406683333,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",7.415,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.415,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC LG2","La Guadiana","LG2","Salt marsh",37.17337222,-7.406733333,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",5.845,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.845,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC LG3","La Guadiana","LG3","Salt marsh",37.17334167,-7.406766667,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",2.8,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC PI1","La Guadiana","PI1","Salt marsh",37.23855278,-7.423413889,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",4.16,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC PI2","La Guadiana","PI2","Salt marsh",37.23872778,-7.42315,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",3.28,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC PI3","La Guadiana","PI3","Salt marsh",37.23881667,-7.423047222,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",2.225,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.225,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC PI4","La Guadiana","PI4","Salt marsh",37.23885,-7.422983333,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",1.705,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.705,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC SCM","La Guadiana","SCM","Salt marsh",37.20994444,-7.463930556,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",4.26,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC VRSA1","La Guadiana","VRSA1","Salt marsh",37.2083,-7.417133333,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",0.63,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC VRSA2","La Guadiana","VRSA2","Salt marsh",37.20831944,-7.417008333,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",3.17,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC VRSA3","La Guadiana","VRSA3","Salt marsh",37.20839444,-7.416686111,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",0.9,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,1,"0-10cm"
"Camacho et al 2014","SC VRSA4","La Guadiana","VRSA4","Salt marsh",37.20851389,-7.416213889,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",2.465,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.465,NA,NA,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.9186660755556,-93.3470854980555,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",0.724,0.298011784371046,"1983-1",19.901865631403,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.724,19.901865631403,0.298011784371046,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.9186604275,-93.3434637444444,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",3.8637,0.510765699493852,"1983-2",14.0368276637244,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8637,14.0368276637244,0.510765699493852,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.9190373141667,-93.3434706291667,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",3.2368,0.162953189771474,"1983-3",23.5326152729033,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2368,23.5326152729033,0.162953189771474,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.9194267183333,-93.3452839158333,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",2.1709,0.511952972279073,"1983-4",10.73065608538,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1709,10.73065608538,0.511952972279073,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.9198257786111,-93.3434826211111,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",1.8496,0.607038997229435,"1983-5",8.6626335435706,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8496,8.6626335435706,0.607038997229435,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.9210271033333,-93.3453880452778,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",4.4204,0.364472220400096,"1983-6",13.8659955960994,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4204,13.8659955960994,0.364472220400096,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.9008380430556,-93.3709917202778,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",7.1362,0.258197096741148,"1996-1",21.7226870893017,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1362,21.7226870893017,0.258197096741148,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.9007105225,-93.3690632802778,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",3.4513,0.41869837875272,"1996-2",14.0775876672878,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4513,14.0775876672878,0.41869837875272,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.9000134477778,-93.3684557308333,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",2.3275,0.384063800176422,"1996-3",9.79666688115308,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3275,9.79666688115308,0.384063800176422,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.8998929580556,-93.3663540136111,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",2.3528,0.550730375042096,"1996-4",8.94474027723099,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3528,8.94474027723099,0.550730375042096,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.8972561138889,-93.3624074627778,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",3.5403,0.523442046824348,"1996-5",12.2231177565938,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5403,12.2231177565938,0.523442046824348,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.8968458591667,-93.3610187413889,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",2.6079,0.479140352205626,"1996-6",10.7046551234743,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6079,10.7046551234743,0.479140352205626,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.9638164888889,-93.4221016805556,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",3.7608,0.366903603497488,"C1-1",17.3677132124472,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7608,17.3677132124472,0.366903603497488,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.9636524138889,-93.4130844611111,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",8.534,0.227738497575632,"C1-2",26.4277340478982,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.534,26.4277340478982,0.227738497575632,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.9630034861111,-93.4103766361111,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",27.8955,0.0552713373204645,"C1-3",68.3193441342963,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8955,68.3193441342963,0.0552713373204645,1,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",29.962279475,-93.415834375,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",22.253,0.0654894616102853,"C1-4",30.9499046628532,NA,NA,NA,"Abbott et al 2019","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.253,30.9499046628532,0.0654894616102853,1,"0-10cm"
